user_id,user_gender,user_age,age_group,country,interests
10341,Other,54,45-54,United Kingdom,lifestyle
10394,Female,35,35-44,Canada,"health, finance"
103d4,Female,31,25-34,Canada,"fashion, health"
103d7,Male,37,35-44,Germany,"travel, sports"
10464,Male,23,18-24,Brazil,"technology, sports, health"
1049,Other,26,25-34,Brazil,finance
104cb,Female,16,16-17,Brazil,"fashion, food, travel"
10599,Male,16,16-17,United States,fitness
105bb,Male,28,25-34,Canada,"food, finance"
10619,Other,18,18-24,United Kingdom,food
1062,Female,25,25-34,Germany,"art, lifestyle, finance"
10621,Female,40,35-44,Germany,"finance, food"
10624,Female,16,16-17,France,"travel, gaming"
10647,Male,21,18-24,Canada,technology
1069e,Male,29,25-34,India,food
1073f,Male,31,25-34,United States,sports
1079a,Other,29,25-34,India,"health, art, finance"
1085c,Male,17,16-17,Japan,"finance, fashion, technology"
10936,Female,33,25-34,Canada,"food, art"
1095,Female,42,35-44,United States,"lifestyle, technology"
10981,Other,23,18-24,United Kingdom,"fitness, gaming"
10984,Male,16,16-17,United States,"lifestyle, travel"
109d9,Male,27,25-34,United States,"sports, fashion, finance"
10aac,Male,28,25-34,Japan,"health, finance"
10b4b,Female,25,25-34,India,travel
10ba1,Female,28,25-34,Germany,"food, travel"
10ba4,Female,20,18-24,Brazil,gaming
10bbf,Male,16,16-17,United Kingdom,"art, fashion, gaming"
10c3f,Male,30,25-34,Brazil,"health, finance"
10c85,Female,29,25-34,Australia,"technology, sports, photography"
10d73,Male,32,25-34,Germany,"news, fashion, gaming"
10db9,Female,25,25-34,United States,"photography, travel, food"
10dbc,Other,48,45-54,Australia,"lifestyle, photography"
10ea8,Male,27,25-34,United States,food
10ed9,Male,19,18-24,Australia,"technology, travel, photography"
10f0d,Other,30,25-34,United States,"fitness, news, technology"
10f3d,Male,27,25-34,Japan,"fitness, finance"
10f49,Male,24,18-24,India,"fitness, finance, lifestyle"
10fb5,Male,26,25-34,Germany,"food, travel"
11025,Other,31,25-34,United States,"lifestyle, news, travel"
11053,Male,37,35-44,United States,"gaming, health, news"
11068,Male,29,25-34,Japan,"gaming, fitness, art"
1108f,Male,20,18-24,Australia,"technology, lifestyle"
11091,Female,28,25-34,Germany,"food, finance"
110ca,Female,33,25-34,United States,"finance, sports"
1111,Male,39,35-44,United Kingdom,"fashion, sports, health"
11135,Female,26,25-34,United States,"travel, technology, finance"
11144,Female,37,35-44,United States,sports
11159,Male,21,18-24,United States,"fitness, technology"
111b9,Female,25,25-34,Canada,fitness
1126f,Female,19,18-24,United Kingdom,gaming
112cc,Male,37,35-44,India,gaming
112d2,Male,20,18-24,United States,food
113cb,Female,18,18-24,United Kingdom,"health, lifestyle, finance"
11411,Other,33,25-34,United States,"technology, art"
11492,Female,19,18-24,Brazil,"fitness, technology, fashion"
11556,Male,29,25-34,United States,technology
11674,Male,32,25-34,Canada,"lifestyle, finance, health"
116eb,Male,26,25-34,United States,technology
11746,Female,16,16-17,United Kingdom,"food, technology"
1177a,Male,28,25-34,United States,"lifestyle, fitness, travel"
117c9,Male,16,16-17,Germany,health
11809,Male,36,35-44,United Kingdom,"news, technology"
1184e,Male,28,25-34,Japan,"lifestyle, health"
1187,Other,16,16-17,France,"technology, finance, news"
1191f,Other,29,25-34,Mexico,"health, photography"
1197a,Male,32,25-34,Mexico,"technology, sports, art"
119d3,Male,28,25-34,United Kingdom,"lifestyle, fashion, gaming"
11a13,Male,16,16-17,United States,"lifestyle, finance, fitness"
11a6c,Male,33,25-34,India,"fitness, food, gaming"
11bbd,Male,27,25-34,Australia,"finance, technology, lifestyle"
11c40,Female,41,35-44,United States,"finance, sports"
11cca,Male,16,16-17,India,"finance, fashion"
11ce0,Male,37,35-44,India,art
11eb1,Other,32,25-34,Germany,"gaming, finance"
11f1d,Female,22,18-24,India,"news, fitness, food"
11fa4,Other,20,18-24,France,"food, fashion"
11fac,Male,44,35-44,United Kingdom,"lifestyle, gaming, travel"
11fdd,Male,42,35-44,United States,"photography, gaming"
12050,Male,36,35-44,United States,news
1205a,Male,20,18-24,Australia,"food, sports, news"
121ce,Female,19,18-24,United States,travel
121f3,Male,24,18-24,United Kingdom,"gaming, news, travel"
1228e,Male,24,18-24,India,"health, food"
12348,Female,29,25-34,India,fashion
1239,Female,42,35-44,Brazil,health
123b4,Male,20,18-24,Australia,"finance, travel, technology"
123b9,Male,36,35-44,United Kingdom,"fitness, gaming, photography"
1243d,Female,24,18-24,Canada,"art, lifestyle, fitness"
12478,Male,19,18-24,United States,technology
1258f,Female,33,25-34,Canada,"health, fashion, sports"
125aa,Female,31,25-34,United Kingdom,gaming
1261c,Female,25,25-34,Australia,"news, photography, travel"
12622,Female,42,35-44,United Kingdom,travel
1266b,Male,17,16-17,United Kingdom,"health, technology, gaming"
12675,Female,24,18-24,Germany,lifestyle
1269a,Other,16,16-17,United States,"finance, photography, lifestyle"
1278c,Other,28,25-34,Australia,"lifestyle, travel"
127c3,Male,31,25-34,United States,"news, health"
127fd,Male,25,25-34,United States,fashion
1281b,Male,22,18-24,United Kingdom,"lifestyle, health, travel"
12823,Female,30,25-34,Mexico,"sports, art"
1282d,Male,23,18-24,United States,art
1285b,Female,18,18-24,United States,"food, sports, photography"
128bc,Other,24,18-24,United States,"gaming, fitness, art"
128bd,Male,25,25-34,France,"gaming, fitness"
12965,Female,16,16-17,Australia,"gaming, finance, travel"
129cd,Female,22,18-24,France,news
129da,Female,31,25-34,Germany,technology
129f1,Male,29,25-34,Japan,"photography, travel, food"
12a74,Other,24,18-24,United States,"technology, food"
12b06,Male,26,25-34,United States,technology
12baf,Female,23,18-24,United States,gaming
12ca5,Male,25,25-34,United States,lifestyle
12ca7,Male,29,25-34,United States,"health, photography"
12d28,Other,16,16-17,United Kingdom,"fitness, art"
12d2a,Male,25,25-34,Brazil,"finance, health"
12d2f,Male,30,25-34,United States,gaming
12d53,Female,32,25-34,United States,art
12e2d,Other,26,25-34,Germany,"fitness, travel, finance"
12e4d,Female,26,25-34,Canada,"travel, fashion"
12e9a,Female,39,35-44,United States,"fitness, travel, sports"
12ee8,Male,19,18-24,United States,"fashion, sports, news"
12f1b,Female,16,16-17,Brazil,sports
12f67,Female,16,16-17,United States,"gaming, sports, travel"
12fb7,Female,41,35-44,United Kingdom,art
13088,Female,34,25-34,United Kingdom,lifestyle
13091,Male,16,16-17,Mexico,"art, lifestyle, technology"
130aa,Male,30,25-34,Germany,"lifestyle, art"
130c4,Male,37,35-44,Australia,fashion
1310b,Male,27,25-34,Mexico,"health, technology, art"
13115,Female,53,45-54,Brazil,"news, sports"
131c1,Male,29,25-34,United States,"health, fashion, lifestyle"
1320,Male,44,35-44,United States,"finance, technology"
1323b,Male,21,18-24,Canada,food
1324a,Other,31,25-34,Germany,travel
13421,Male,23,18-24,United States,"health, travel, lifestyle"
13547,Female,30,25-34,India,"travel, food"
13584,Male,25,25-34,United Kingdom,"food, photography, gaming"
137dd,Male,20,18-24,Canada,photography
13864,Male,18,18-24,Australia,"health, art, gaming"
138c0,Female,42,35-44,Canada,travel
13919,Male,32,25-34,United Kingdom,health
13928,Male,32,25-34,United Kingdom,travel
13988,Female,32,25-34,Brazil,fashion
139a9,Male,26,25-34,India,photography
139cf,Female,23,18-24,United States,travel
13a0e,Female,16,16-17,Australia,"fitness, photography"
13b03,Male,26,25-34,India,"photography, fashion, finance"
13b5e,Male,22,18-24,Mexico,"gaming, travel, technology"
13b65,Male,24,18-24,Canada,sports
13be3,Male,16,16-17,Australia,fitness
13e2b,Other,40,35-44,United States,"art, technology, photography"
13f73,Male,21,18-24,India,"fashion, health, lifestyle"
13fd8,Other,40,35-44,Mexico,"lifestyle, food"
140d6,Female,26,25-34,India,health
141b4,Male,37,35-44,Mexico,"lifestyle, fitness, food"
1425f,Male,22,18-24,Brazil,"gaming, food, lifestyle"
142a2,Female,27,25-34,Australia,"technology, news"
1436d,Other,16,16-17,Canada,lifestyle
143ff,Male,40,35-44,Germany,"fitness, travel"
1440,Male,27,25-34,United States,fitness
14419,Other,28,25-34,India,"finance, fashion"
1441b,Male,20,18-24,United Kingdom,food
1446d,Male,43,35-44,Australia,"health, finance"
14490,Male,27,25-34,France,"lifestyle, art"
144f4,Male,31,25-34,United States,"travel, fashion, food"
14518,Male,30,25-34,United States,"health, art"
145c6,Male,25,25-34,Germany,"food, news"
1460c,Male,16,16-17,United Kingdom,"fashion, art"
14630,Male,33,25-34,Canada,"health, technology"
1465f,Female,58,55-65,Australia,"food, travel"
14789,Male,29,25-34,Brazil,fitness
147a0,Male,26,25-34,United States,"fitness, health"
14876,Male,33,25-34,Canada,"fashion, fitness, gaming"
14887,Male,20,18-24,Brazil,fitness
14910,Female,27,25-34,United States,gaming
1493d,Female,33,25-34,Mexico,"sports, lifestyle, food"
1496a,Male,37,35-44,Mexico,"technology, art"
149a6,Male,32,25-34,United Kingdom,"technology, photography"
149c6,Female,21,18-24,Canada,"fitness, photography, art"
14a80,Female,16,16-17,United Kingdom,"photography, finance"
14b32,Other,23,18-24,United Kingdom,lifestyle
14b3d,Female,33,25-34,Mexico,fitness
14b4f,Female,16,16-17,United States,health
14c62,Female,21,18-24,Germany,"sports, art"
14c74,Other,29,25-34,Japan,"fitness, fashion"
14cfd,Female,19,18-24,United Kingdom,fitness
14d07,Female,35,35-44,United Kingdom,"food, lifestyle"
14d54,Female,25,25-34,United Kingdom,"news, technology"
14da9,Male,20,18-24,India,"photography, news, gaming"
14ebe,Other,19,18-24,Mexico,technology
14ece,Female,32,25-34,Mexico,"technology, lifestyle, food"
14f32,Female,37,35-44,United Kingdom,"food, lifestyle, fitness"
14f3c,Other,22,18-24,Canada,finance
15043,Other,18,18-24,United Kingdom,technology
15067,Male,27,25-34,United States,"news, health, fashion"
150c8,Male,32,25-34,Germany,gaming
1512,Other,25,25-34,Mexico,health
15131,Other,41,35-44,United States,"fashion, art, gaming"
15147,Male,19,18-24,United States,"art, fashion, finance"
151d1,Male,30,25-34,Australia,"travel, health"
151f4,Male,16,16-17,Germany,"gaming, fashion"
15287,Male,18,18-24,Mexico,"gaming, travel"
15405,Male,36,35-44,Mexico,food
15462,Female,24,18-24,India,"gaming, lifestyle, technology"
1549,Female,42,35-44,Australia,"travel, art"
15515,Female,31,25-34,India,technology
155a1,Male,51,45-54,United States,"lifestyle, food, photography"
156d9,Male,19,18-24,United States,"art, gaming"
156f7,Male,32,25-34,Canada,"finance, sports"
1585,Other,16,16-17,United States,fashion
1592c,Male,18,18-24,United Kingdom,"finance, travel"
15937,Male,24,18-24,United States,health
15ad4,Male,26,25-34,United States,"fitness, art"
15ae0,Male,24,18-24,United States,technology
15ae8,Male,23,18-24,Germany,"health, technology, news"
15b97,Other,16,16-17,Japan,"photography, finance"
15c94,Male,37,35-44,India,"food, photography, lifestyle"
15ca0,Other,27,25-34,Japan,technology
15cee,Female,28,25-34,United Kingdom,"photography, lifestyle"
15dd6,Male,36,35-44,United Kingdom,"sports, technology, fitness"
15ddc,Female,26,25-34,Australia,gaming
15f26,Female,17,16-17,United Kingdom,travel
15f7b,Male,26,25-34,United States,"art, sports"
15f8c,Male,20,18-24,Australia,"gaming, travel"
160f9,Female,20,18-24,Brazil,"fashion, sports"
16118,Male,25,25-34,India,news
161dc,Male,17,16-17,United Kingdom,fashion
1620e,Male,31,25-34,Canada,"health, finance, technology"
1625c,Male,25,25-34,Australia,fashion
162ec,Male,28,25-34,Germany,"fitness, gaming, lifestyle"
16352,Male,24,18-24,United Kingdom,news
1649d,Female,26,25-34,United States,"food, art"
1652b,Male,38,35-44,Japan,art
16593,Male,28,25-34,Canada,"art, finance, technology"
165bc,Female,31,25-34,United States,fashion
165ec,Male,18,18-24,Brazil,"gaming, fitness, art"
166c8,Male,31,25-34,Japan,health
16830,Male,16,16-17,United States,"fashion, fitness, finance"
1685e,Male,28,25-34,Germany,food
168cf,Female,52,45-54,United Kingdom,"gaming, travel"
1699a,Female,28,25-34,Mexico,technology
16a68,Other,19,18-24,United Kingdom,"finance, fashion"
16aad,Male,37,35-44,Canada,food
16ab6,Female,23,18-24,United States,fitness
16ad7,Female,37,35-44,United States,gaming
16b66,Other,22,18-24,India,"finance, photography"
16ba2,Male,23,18-24,Brazil,"health, sports"
16cc4,Male,38,35-44,United States,"travel, lifestyle, gaming"
16d6f,Male,22,18-24,United States,"lifestyle, food, health"
16de0,Female,24,18-24,Australia,fashion
16e2b,Male,28,25-34,United States,"health, finance, travel"
16e7c,Other,18,18-24,Japan,"sports, travel, fashion"
16ed8,Male,18,18-24,Australia,"travel, sports"
16f04,Male,21,18-24,India,"art, photography, gaming"
16f17,Female,28,25-34,Australia,"fitness, photography"
16f7a,Male,44,35-44,Mexico,gaming
16f95,Male,28,25-34,Australia,"fashion, sports, photography"
16ffa,Female,41,35-44,Germany,travel
17002,Female,20,18-24,Germany,"fitness, news, gaming"
17087,Male,16,16-17,France,"finance, art"
170b1,Male,29,25-34,United States,sports
170b6,Female,35,35-44,Germany,finance
170bc,Male,34,25-34,India,"gaming, technology"
17106,Male,16,16-17,United States,"travel, photography, food"
17160,Female,27,25-34,United States,art
17181,Male,29,25-34,India,"health, food"
171ca,Male,26,25-34,Australia,finance
17301,Male,27,25-34,United Kingdom,photography
1738a,Female,23,18-24,Canada,"fitness, sports, lifestyle"
1740b,Male,34,25-34,Canada,lifestyle
1748c,Male,31,25-34,France,"photography, art"
17552,Female,34,25-34,United States,food
175c2,Male,20,18-24,United States,"news, technology, sports"
17689,Male,25,25-34,Germany,technology
176b5,Other,55,55-65,Canada,"finance, lifestyle"
17720,Female,22,18-24,India,"finance, travel"
177ac,Female,20,18-24,Australia,"finance, news"
17885,Female,16,16-17,Japan,"finance, fitness, travel"
178ca,Female,28,25-34,France,"photography, health"
1791c,Male,28,25-34,Germany,"photography, fitness"
17920,Male,57,55-65,United States,"sports, lifestyle"
1792b,Male,45,45-54,United States,"travel, food, technology"
179f8,Female,19,18-24,United States,"lifestyle, finance, technology"
17a3f,Male,21,18-24,Japan,sports
17a40,Male,16,16-17,Germany,"finance, technology, lifestyle"
17ab1,Female,30,25-34,United States,"travel, art, food"
17ac0,Male,39,35-44,Mexico,"sports, photography"
17b27,Male,34,25-34,Brazil,sports
17b35,Female,33,25-34,Germany,fitness
17b51,Female,22,18-24,United States,"gaming, finance"
17ce1,Male,26,25-34,United States,"food, gaming, fitness"
17d6d,Male,23,18-24,France,"art, travel, fitness"
17e1d,Male,22,18-24,Canada,"food, gaming"
17ebf,Male,21,18-24,United States,"finance, photography"
17f16,Female,20,18-24,United States,news
18002,Male,22,18-24,United States,"health, news"
18056,Female,37,35-44,United Kingdom,"health, travel"
18137,Male,33,25-34,Canada,technology
1816,Male,25,25-34,United States,technology
181f0,Male,19,18-24,United States,"technology, gaming"
1820,Female,32,25-34,Canada,"gaming, lifestyle"
18228,Male,24,18-24,France,"fitness, lifestyle, gaming"
18238,Other,21,18-24,India,"health, gaming, news"
182d6,Female,25,25-34,India,"technology, news"
18382,Male,18,18-24,Germany,fashion
18424,Female,26,25-34,Mexico,fashion
18427,Male,24,18-24,Canada,finance
1844e,Male,26,25-34,United States,"gaming, lifestyle"
1846a,Male,32,25-34,Mexico,sports
1853c,Female,42,35-44,United States,travel
18589,Female,24,18-24,Japan,"food, gaming"
18592,Male,35,35-44,United States,"fashion, news, travel"
18604,Female,23,18-24,Canada,fashion
1862c,Male,46,45-54,Mexico,"art, health, finance"
1863,Female,28,25-34,United Kingdom,news
186a7,Male,16,16-17,India,"fashion, fitness"
186da,Female,21,18-24,United States,"fitness, photography, lifestyle"
1875d,Other,31,25-34,Canada,"fitness, food"
18792,Other,29,25-34,India,"art, news, food"
187b4,Male,34,25-34,India,health
18872,Other,24,18-24,Germany,"fitness, lifestyle, fashion"
18898,Male,26,25-34,United States,travel
188be,Male,25,25-34,United States,photography
18961,Male,27,25-34,United States,photography
18977,Male,31,25-34,United States,"travel, art"
189fd,Male,21,18-24,Canada,"photography, sports, travel"
18a07,Female,18,18-24,Brazil,"sports, technology"
18a12,Male,24,18-24,Japan,"travel, finance"
18a32,Other,17,16-17,Mexico,"finance, news"
18a43,Male,28,25-34,United States,"photography, fashion"
18b04,Male,20,18-24,Canada,fitness
18b56,Female,37,35-44,United States,technology
18c50,Female,30,25-34,United States,"fitness, lifestyle, food"
18c77,Female,22,18-24,Brazil,"food, sports"
18d1d,Female,26,25-34,United States,photography
18d6c,Male,23,18-24,United States,"art, health, finance"
18da0,Female,27,25-34,Australia,sports
18e4c,Male,44,35-44,United Kingdom,"fitness, lifestyle"
18e9b,Male,27,25-34,United States,gaming
18eb0,Male,28,25-34,Australia,"art, food"
18f27,Male,23,18-24,United Kingdom,health
18f66,Female,34,25-34,United Kingdom,"news, travel, lifestyle"
18f74,Male,27,25-34,Japan,"finance, news"
18fb3,Male,22,18-24,India,health
19019,Male,48,45-54,Canada,"fitness, art"
1904c,Other,34,25-34,Canada,"finance, art, food"
190ad,Male,54,45-54,France,"gaming, art, food"
191aa,Male,33,25-34,United States,"sports, photography, art"
191ac,Male,37,35-44,India,"finance, sports, art"
191cb,Female,30,25-34,United States,"fashion, food, lifestyle"
19290,Male,20,18-24,Canada,"fitness, sports"
1929c,Female,23,18-24,United Kingdom,"art, fitness"
19310,Female,17,16-17,Japan,fashion
19325,Male,28,25-34,Australia,"sports, travel, lifestyle"
193ff,Other,18,18-24,Australia,"fashion, finance"
19514,Female,38,35-44,Canada,"fitness, food"
195ac,Other,27,25-34,Japan,"art, fashion"
195d1,Female,23,18-24,United States,art
1977c,Male,26,25-34,India,"lifestyle, gaming"
197d6,Male,18,18-24,United States,photography
19887,Male,32,25-34,Australia,"sports, travel, technology"
19895,Male,17,16-17,Australia,"fitness, photography"
19959,Female,22,18-24,Australia,"fashion, travel, technology"
19a31,Male,28,25-34,United Kingdom,news
19a7f,Female,43,35-44,United States,"finance, food, lifestyle"
19a87,Female,24,18-24,India,"fitness, food, health"
19af7,Female,30,25-34,France,"photography, technology"
19b61,Female,29,25-34,India,fashion
19bcd,Female,41,35-44,United States,finance
19bde,Male,29,25-34,Australia,"travel, fitness, fashion"
19c4c,Male,25,25-34,Germany,news
19c63,Male,46,45-54,United States,"news, travel, gaming"
19cc6,Female,22,18-24,United States,news
